complaint_id,complaint_text,fault_name,obd_code,fault_category
C725,Driving feels bad due to poor mileage and unburnt when accelerating.,Oxygen Sensor Fault,P0131,Emissions and Exhaust
C726,Can someone check the poor mileage and fuel trim in cold weather.,Oxygen Sensor Fault,P0131,Emissions and Exhaust
C727,I have a problem with poor mileage and catalytic while driving.,Oxygen Sensor Fault,P0131,Emissions and Exhaust
C728,My car has poor mileage and rotten egg when I start the car.,Oxygen Sensor Fault,P0131,Emissions and Exhaust
C729,I have a problem with brake and pad while driving.,Brake System Fault,P0571,Brakes
C730,My car has brake and rotor when I start the car.,Brake System Fault,P0571,Brakes
C731,Experiencing brake and caliper on the highway.,Brake System Fault,P0571,Brakes
C732,Noticed that brake and fluid in the morning.,Brake System Fault,P0571,Brakes
C733,The mechanic said brake and pedal recently.,Brake System Fault,P0571,Brakes
C734,Dashboard shows brake and squeal and it is getting worse.,Brake System Fault,P0571,Brakes
C735,Warning light for brake and grind which is dangerous.,Brake System Fault,P0571,Brakes
C736,Lately my vehicle has brake and spongy every time I drive.,Brake System Fault,P0571,Brakes
C737,There is an issue with brake and stop,Brake System Fault,P0571,Brakes
C738,I am worried about brake and disc after it rains.,Brake System Fault,P0571,Brakes
C739,Seems like brake and pulling braking during long trips.,Brake System Fault,P0571,Brakes
C740,Hearing some noises regarding brake and shaking stopping at low speeds.,Brake System Fault,P0571,Brakes
C741,Just started noticing brake and handbrake when braking.,Brake System Fault,P0571,Brakes
C742,Driving feels bad due to pad and brake when accelerating.,Brake System Fault,P0571,Brakes
C743,Can someone check the pad and rotor in cold weather.,Brake System Fault,P0571,Brakes
C744,I have a problem with pad and caliper while driving.,Brake System Fault,P0571,Brakes
C745,My car has pad and fluid when I start the car.,Brake System Fault,P0571,Brakes
C746,Experiencing pad and pedal on the highway.,Brake System Fault,P0571,Brakes
C747,Noticed that pad and squeal in the morning.,Brake System Fault,P0571,Brakes
C748,The mechanic said pad and grind recently.,Brake System Fault,P0571,Brakes
C749,Dashboard shows pad and spongy and it is getting worse.,Brake System Fault,P0571,Brakes
C750,Warning light for pad and stop which is dangerous.,Brake System Fault,P0571,Brakes
C751,Lately my vehicle has pad and disc every time I drive.,Brake System Fault,P0571,Brakes
C752,There is an issue with pad and pulling braking,Brake System Fault,P0571,Brakes
C753,I am worried about pad and shaking stopping after it rains.,Brake System Fault,P0571,Brakes
C754,Seems like pad and handbrake during long trips.,Brake System Fault,P0571,Brakes
C755,Hearing some noises regarding rotor and brake at low speeds.,Brake System Fault,P0571,Brakes
C756,Just started noticing rotor and pad when braking.,Brake System Fault,P0571,Brakes
C757,Driving feels bad due to rotor and caliper when accelerating.,Brake System Fault,P0571,Brakes
C758,Can someone check the rotor and fluid in cold weather.,Brake System Fault,P0571,Brakes
C759,I have a problem with rotor and pedal while driving.,Brake System Fault,P0571,Brakes
C760,My car has rotor and squeal when I start the car.,Brake System Fault,P0571,Brakes
C761,Experiencing rotor and grind on the highway.,Brake System Fault,P0571,Brakes
C762,Noticed that rotor and spongy in the morning.,Brake System Fault,P0571,Brakes
C763,The mechanic said rotor and stop recently.,Brake System Fault,P0571,Brakes
C764,Dashboard shows rotor and disc and it is getting worse.,Brake System Fault,P0571,Brakes
C765,Warning light for rotor and pulling braking which is dangerous.,Brake System Fault,P0571,Brakes
C766,Lately my vehicle has rotor and shaking stopping every time I drive.,Brake System Fault,P0571,Brakes
C767,There is an issue with rotor and handbrake,Brake System Fault,P0571,Brakes
C768,I am worried about caliper and brake after it rains.,Brake System Fault,P0571,Brakes
C769,Seems like caliper and pad during long trips.,Brake System Fault,P0571,Brakes
C770,Hearing some noises regarding caliper and rotor at low speeds.,Brake System Fault,P0571,Brakes
C771,Just started noticing caliper and fluid when braking.,Brake System Fault,P0571,Brakes
C772,Driving feels bad due to caliper and pedal when accelerating.,Brake System Fault,P0571,Brakes
C773,Can someone check the caliper and squeal in cold weather.,Brake System Fault,P0571,Brakes
C774,I have a problem with caliper and grind while driving.,Brake System Fault,P0571,Brakes
C775,My car has caliper and spongy when I start the car.,Brake System Fault,P0571,Brakes
C776,Experiencing caliper and stop on the highway.,Brake System Fault,P0571,Brakes
C777,Noticed that caliper and disc in the morning.,Brake System Fault,P0571,Brakes
C778,The mechanic said caliper and pulling braking recently.,Brake System Fault,P0571,Brakes
C779,Dashboard shows caliper and shaking stopping and it is getting worse.,Brake System Fault,P0571,Brakes
C780,Warning light for caliper and handbrake which is dangerous.,Brake System Fault,P0571,Brakes
C781,Lately my vehicle has fluid and brake every time I drive.,Brake System Fault,P0571,Brakes
C782,There is an issue with fluid and pad,Brake System Fault,P0571,Brakes
C783,I am worried about fluid and rotor after it rains.,Brake System Fault,P0571,Brakes
C784,Seems like fluid and caliper during long trips.,Brake System Fault,P0571,Brakes
C785,Hearing some noises regarding fluid and pedal at low speeds.,Brake System Fault,P0571,Brakes
C786,Just started noticing fluid and squeal when braking.,Brake System Fault,P0571,Brakes
C787,Driving feels bad due to fluid and grind when accelerating.,Brake System Fault,P0571,Brakes
C788,Can someone check the fluid and spongy in cold weather.,Brake System Fault,P0571,Brakes
C789,I have a problem with fluid and stop while driving.,Brake System Fault,P0571,Brakes
C790,My car has fluid and disc when I start the car.,Brake System Fault,P0571,Brakes
C791,Experiencing fluid and pulling braking on the highway.,Brake System Fault,P0571,Brakes
C792,Noticed that fluid and shaking stopping in the morning.,Brake System Fault,P0571,Brakes
C793,The mechanic said fluid and handbrake recently.,Brake System Fault,P0571,Brakes
C794,Dashboard shows pedal and brake and it is getting worse.,Brake System Fault,P0571,Brakes
C795,Warning light for pedal and pad which is dangerous.,Brake System Fault,P0571,Brakes
C796,Lately my vehicle has pedal and rotor every time I drive.,Brake System Fault,P0571,Brakes
C797,There is an issue with pedal and caliper,Brake System Fault,P0571,Brakes
C798,I am worried about pedal and fluid after it rains.,Brake System Fault,P0571,Brakes
C799,Seems like pedal and squeal during long trips.,Brake System Fault,P0571,Brakes
C800,Hearing some noises regarding pedal and grind at low speeds.,Brake System Fault,P0571,Brakes
C801,Just started noticing pedal and spongy when braking.,Brake System Fault,P0571,Brakes
C802,Driving feels bad due to pedal and stop when accelerating.,Brake System Fault,P0571,Brakes
C803,Can someone check the pedal and disc in cold weather.,Brake System Fault,P0571,Brakes
C804,I have a problem with pedal and pulling braking while driving.,Brake System Fault,P0571,Brakes
C805,My car has pedal and shaking stopping when I start the car.,Brake System Fault,P0571,Brakes
C806,Experiencing pedal and handbrake on the highway.,Brake System Fault,P0571,Brakes
C807,Noticed that squeal and brake in the morning.,Brake System Fault,P0571,Brakes
C808,The mechanic said squeal and pad recently.,Brake System Fault,P0571,Brakes
C809,Dashboard shows squeal and rotor and it is getting worse.,Brake System Fault,P0571,Brakes
C810,Warning light for squeal and caliper which is dangerous.,Brake System Fault,P0571,Brakes
C811,Lately my vehicle has squeal and fluid every time I drive.,Brake System Fault,P0571,Brakes
C812,There is an issue with squeal and pedal,Brake System Fault,P0571,Brakes
C813,I am worried about squeal and grind after it rains.,Brake System Fault,P0571,Brakes
C814,Seems like squeal and spongy during long trips.,Brake System Fault,P0571,Brakes
C815,Hearing some noises regarding squeal and stop at low speeds.,Brake System Fault,P0571,Brakes
C816,Just started noticing squeal and disc when braking.,Brake System Fault,P0571,Brakes
C817,Driving feels bad due to squeal and pulling braking when accelerating.,Brake System Fault,P0571,Brakes
C818,Can someone check the squeal and shaking stopping in cold weather.,Brake System Fault,P0571,Brakes
C819,I have a problem with squeal and handbrake while driving.,Brake System Fault,P0571,Brakes
C820,My car has grind and brake when I start the car.,Brake System Fault,P0571,Brakes
C821,Experiencing grind and pad on the highway.,Brake System Fault,P0571,Brakes
C822,Noticed that grind and rotor in the morning.,Brake System Fault,P0571,Brakes
C823,The mechanic said grind and caliper recently.,Brake System Fault,P0571,Brakes
C824,Dashboard shows grind and fluid and it is getting worse.,Brake System Fault,P0571,Brakes
C825,Warning light for grind and pedal which is dangerous.,Brake System Fault,P0571,Brakes
C826,Lately my vehicle has grind and squeal every time I drive.,Brake System Fault,P0571,Brakes
C827,There is an issue with grind and spongy,Brake System Fault,P0571,Brakes
C828,I am worried about grind and stop after it rains.,Brake System Fault,P0571,Brakes
C829,Seems like grind and disc during long trips.,Brake System Fault,P0571,Brakes
C830,Hearing some noises regarding grind and pulling braking at low speeds.,Brake System Fault,P0571,Brakes
C831,Just started noticing grind and shaking stopping when braking.,Brake System Fault,P0571,Brakes
C832,Driving feels bad due to grind and handbrake when accelerating.,Brake System Fault,P0571,Brakes
C833,Can someone check the spongy and brake in cold weather.,Brake System Fault,P0571,Brakes
C834,I have a problem with spongy and pad while driving.,Brake System Fault,P0571,Brakes
C835,My car has spongy and rotor when I start the car.,Brake System Fault,P0571,Brakes
C836,Experiencing spongy and caliper on the highway.,Brake System Fault,P0571,Brakes
C837,Noticed that spongy and fluid in the morning.,Brake System Fault,P0571,Brakes
C838,The mechanic said spongy and pedal recently.,Brake System Fault,P0571,Brakes
C839,Dashboard shows spongy and squeal and it is getting worse.,Brake System Fault,P0571,Brakes
C840,Warning light for spongy and grind which is dangerous.,Brake System Fault,P0571,Brakes
C841,Lately my vehicle has spongy and stop every time I drive.,Brake System Fault,P0571,Brakes
C842,There is an issue with spongy and disc,Brake System Fault,P0571,Brakes
C843,I am worried about spongy and pulling braking after it rains.,Brake System Fault,P0571,Brakes
C844,Seems like spongy and shaking stopping during long trips.,Brake System Fault,P0571,Brakes
C845,Hearing some noises regarding spongy and handbrake at low speeds.,Brake System Fault,P0571,Brakes
C846,Just started noticing stop and brake when braking.,Brake System Fault,P0571,Brakes
C847,Driving feels bad due to stop and pad when accelerating.,Brake System Fault,P0571,Brakes
C848,Can someone check the stop and rotor in cold weather.,Brake System Fault,P0571,Brakes
C849,I have a problem with stop and caliper while driving.,Brake System Fault,P0571,Brakes
C850,My car has stop and fluid when I start the car.,Brake System Fault,P0571,Brakes
C851,Experiencing stop and pedal on the highway.,Brake System Fault,P0571,Brakes
C852,Noticed that stop and squeal in the morning.,Brake System Fault,P0571,Brakes
C853,The mechanic said stop and grind recently.,Brake System Fault,P0571,Brakes
C854,Dashboard shows stop and spongy and it is getting worse.,Brake System Fault,P0571,Brakes
C855,Warning light for stop and disc which is dangerous.,Brake System Fault,P0571,Brakes
C856,Lately my vehicle has stop and pulling braking every time I drive.,Brake System Fault,P0571,Brakes
C857,There is an issue with stop and shaking stopping,Brake System Fault,P0571,Brakes
C858,I am worried about stop and handbrake after it rains.,Brake System Fault,P0571,Brakes
C859,Seems like disc and brake during long trips.,Brake System Fault,P0571,Brakes
C860,Hearing some noises regarding disc and pad at low speeds.,Brake System Fault,P0571,Brakes
C861,Just started noticing disc and rotor when braking.,Brake System Fault,P0571,Brakes
C862,Driving feels bad due to disc and caliper when accelerating.,Brake System Fault,P0571,Brakes
C863,Can someone check the disc and fluid in cold weather.,Brake System Fault,P0571,Brakes
C864,I have a problem with disc and pedal while driving.,Brake System Fault,P0571,Brakes
C865,My car has disc and squeal when I start the car.,Brake System Fault,P0571,Brakes
C866,Experiencing disc and grind on the highway.,Brake System Fault,P0571,Brakes
C867,Noticed that disc and spongy in the morning.,Brake System Fault,P0571,Brakes
C868,The mechanic said disc and stop recently.,Brake System Fault,P0571,Brakes
C869,Dashboard shows disc and pulling braking and it is getting worse.,Brake System Fault,P0571,Brakes
C870,Warning light for disc and shaking stopping which is dangerous.,Brake System Fault,P0571,Brakes
C871,Lately my vehicle has disc and handbrake every time I drive.,Brake System Fault,P0571,Brakes
C872,There is an issue with pulling braking and brake,Brake System Fault,P0571,Brakes
C873,I am worried about pulling braking and pad after it rains.,Brake System Fault,P0571,Brakes
C874,Seems like pulling braking and rotor during long trips.,Brake System Fault,P0571,Brakes
C875,Hearing some noises regarding pulling braking and caliper at low speeds.,Brake System Fault,P0571,Brakes
C876,Just started noticing pulling braking and fluid when braking.,Brake System Fault,P0571,Brakes
C877,Driving feels bad due to pulling braking and pedal when accelerating.,Brake System Fault,P0571,Brakes
C878,Can someone check the pulling braking and squeal in cold weather.,Brake System Fault,P0571,Brakes
C879,I have a problem with pulling braking and grind while driving.,Brake System Fault,P0571,Brakes
C880,My car has pulling braking and spongy when I start the car.,Brake System Fault,P0571,Brakes
C881,Experiencing pulling braking and stop on the highway.,Brake System Fault,P0571,Brakes
C882,Noticed that pulling braking and disc in the morning.,Brake System Fault,P0571,Brakes
